image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
128748,000000128748.jpg,some baseball players are getting ready to take the field,there are some baseball players talking on the field,baseball players talk to each other on the field,a baseball player and his team are huddled,some baseball players standing on a field
129054,000000129054.jpg,there are many zebras in the field together,a herd of zebras grazing in an open field,a group of zebras standing in a grassy field,a number of zebras in a field near one another,some zebras in a grassy field with mountains in the background
129062,000000129062.jpg,this is a large restaurant with a sign on it,a building has an oven in front of it,a parking meter and a building with windows,the store is decorated in bright colors for christmas,a brick building with lots of colorful lights
129113,000000129113.jpg,a spoon sitting on a rug with several lines on it,a spoon with a long handle sits on the bamboo mat,a metal spoon laying on a bamboo surface,spoon on mat sitting on top of floor near wall,a spoon on the floor in front of a bamboo mat
129135,000000129135.jpg,a bench in a train station next to a yellow and blue train,a yellow and blue train is at a station,a yellow and blue train parked next to a platform,a train parked in front of a platform with the door opened,a passenger train sitting at a station on the tracks
129322,000000129322.jpg,a toilet that is in the bathroom next to a shower,a toilet in an old bathroom with a wooden seat,an empty bathroom with a toilet next to a roll of paper,a toilet sitting inside of a bathroom next to a sink,a small bathroom with a toilet and shower
129416,000000129416.jpg,a herd of cows are grazing by a stream,several horses are grazing near the water,a herd of cattle grazing on grass next to a stream,there are many cows and horses that are grazing in the grass,several horses are grazing next to the water
129492,000000129492.jpg,two little boys sitting on the floor with remote controllers,a boy and a baby playing a video game,two small boys sit on the ground with a remote,two children and a man sitting on the floor playing video games,two children in white suits playing a video game
129756,000000129756.jpg,a person with some dogs standing in the grass,the shepherd is walking among the flock of sheep,a man and some sheep that are on the ground,"a man standing with a dog, and several sheep",a man walking with two dogs as sheep graze
129812,000000129812.jpg,a skier is mid - air while going through the snow,the silhouette of a skier high up in the air,person jumping high into the air in the snow,the skier is in mid air after jumping off a ski slope,a person doing a trick on skis in the air
129945,000000129945.jpg,a baseball player holding a bat while standing next to home plate,"a baseball player at bat, with other players around him",the batter has swung at a baseball with an umpire and catcher behind him,a baseball player with a bat on a field,the baseball player hits the ball with his bat
130386,000000130386.jpg,sign posted in city on post reading information to the police,a public sign reads the time at the bus stop,large digital sign next to a city street on a sunny day,a sign that is on the sidewalk near a street,there is a sign in front of a building advertising directions to the police
130465,000000130465.jpg,"an old, stone church with elaborate architectural features",the gothic cathedral has statues and a clock on it,there is an old building with statues and clock,an ornate building with clock on the top,a very tall cathedral with a massive clock
130566,000000130566.jpg,the train is going down the railroad tracks,an image of a train riding down the tracks,a long train traveling through a rural countryside,the train is traveling down the train tracks,the train is riding down the tracks in the country
130579,000000130579.jpg,a man wearing a glove standing on a baseball field,a professional baseball player on the pitcher's mound,a baseball player is standing with his mitt in hand,a baseball pitcher at the mound ready to throw a pitch,baseball pitcher standing on mound looking back to the side
130586,000000130586.jpg,a young boy wearing a striped shirt running through a field with a kite in the,little boy running while holding kite strings on a grassy field,a kid running in the grass while he holds the string of the kite,a boy wearing a striped shirt holding a colorful kite,a young child running with a kite in his hand
130599,000000130599.jpg,a man feeding a giraffe by his hand at a zoo,a man that is standing next to a giraffe,the man is petting the head of a giraffe,man in hat showing giraffe at zoo looking on,a man is giving a giraffe something to feed
